"R1_Read_Count"	"R2_Read_Count"	"R4_Read_Count"
"LOC107984318"	47	47	38
"LOC107984320"	0	0	0
"LOC107984321"	0	0	0
"LOC107984322"	0	0	0
"LOC107984323"	0	0	2
"SLC1A2-AS1"	0	0	0
"LOC107984325"	0	4	24
"LOC107984326"	0	0	9
"LOC107984328"	11	21	9
"LOC107984329"	123	66	81
"LOC107984330"	0	0	0
"LOC107984331"	0	0	0
"LOC107984333"	0	23	46
"LOC107984334"	258	97	84
"LOC107984335"	0	0	0
"LOC107984336"	0	0	5
"NRXN2-AS1"	46	56	0
"LOC107984338"	308	115	69
"LOC107984340"	0	0	0
"LOC107984341"	105	6	23
"LOC107984343"	0	0	0
"LOC107984344"	0	0	0
"SMIM38"	42	40	36
"LOC107984346"	0	0	0
"LOC107984347"	344	69	11
"PPIAP40"	9	3	7
"LOC107984350"	0	0	4
"LOC107984351"	0	0	0
"LOC107984352"	0	4	7
"LOC107984354"	0	0	0
"LOC107984356"	0	44	52
"LOC107984357"	0	0	0
"LOC107984358"	0	0	0
"LINC02761"	0	0	0
"LOC107984360"	36	18	0
"LOC107984361"	0	13	11
"LOC107984362"	0	0	0
"LOC107984363"	0	0	0
"LOC107984364"	0	0	0
"LOC107984365"	0	0	0
"LINC02723"	53	104	85
"LOC107984367"	0	0	0
"LOC107984368"	0	0	0
"LOC107984369"	0	0	0
"LOC107984370"	0	0	0
"LOC107984371"	0	0	0
"LOC107984372"	0	0	0
"LOC107984373"	0	0	0
"LOC107984374"	107	0	0
"LOC107984375"	0	0	0
"LOC107984376"	0	228	0
"LOC107984377"	0	0	0
"LOC107984378"	0	0	0
"LOC107984379"	0	0	0
"LOC107984380"	0	0	0
"LOC107984381"	0	0	0
"LOC107984382"	0	0	0
"LOC107984384"	0	0	0
"LOC107984385"	7	4	0
"LOC107984386"	0	0	0
"LOC107984387"	793	1439	1340
"LOC107984388"	5	115	55
"LOC107984389"	0	13	37
"LOC107984390"	14	29	25
"LOC107984391"	0	3	0
"LOC107984393"	0	0	0
"LOC107984394"	0	0	0
"CCDC84-DT"	13	258	112
"LOC107984397"	0	11	27
"LOC107984398"	0	0	17
"LOC107984399"	0	0	3
"LOC107984400"	0	0	0
"LOC107984402"	0	0	0
"LOC107984403"	22	0	7
"LOC107984404"	0	0	0
"LOC107984405"	0	0	4
"LOC107984406"	0	5	0
"LOC107984407"	0	0	0
"LOC107984408"	27	0	3
"LOC107984409"	0	6	0
"LOC107984410"	0	0	0
"LOC107984411"	0	0	0
"LOC107984412"	0	0	0
"LOC107984413"	0	0	0
"LINC02730"	0	0	0
"LOC107984416"	0	0	6
"LOC107984418"	0	0	0
"LOC107984419"	0	0	0
"LOC107984420"	0	0	0
"LOC107984421"	38	263	118
"LOC107984423"	0	0	0
"LOC107984424"	0	0	0
"LOC107984425"	0	9	7
"LINC02695"	0	15	4
"ME3-DT"	73	1293	35
"LOC107984428"	0	3	6
"LOC107984429"	0	0	0
"LOC107984430"	0	3	0
"LOC107984431"	0	0	0
"LOC107984432"	0	0	4
"LOC107984433"	0	1	0
"LOC107984434"	1439	1125	742
"LOC107984435"	0	0	0
"LOC107984436"	41	8	6
"LOC107984437"	0	0	0
"LOC107984438"	401	452	454
"LINC02457"	0	0	0
"LOC107984440"	0	0	0
"LOC107984442"	12	4	5
"LOC107984444"	0	0	0
"LOC107984445"	0	0	0
"LINC02467"	0	0	0
"LOC107984447"	0	0	0
"LOC107984448"	0	0	0
"LOC107984449"	0	0	0
"LOC107984450"	0	0	0
"LOC107984451"	0	5	0
"LOC107984452"	14	0	0
"LOC107984455"	0	6	10
"LOC107984456"	0	2	10
"LOC107984459"	179	229	16
"LOC107984461"	0	5	46
"LOC107984462"	0	0	0
"LOC107984466"	0	15	0
"LOC107984467"	0	0	0
"LOC107984468"	0	6	0
"LOC107984469"	0	0	0
"LOC107984470"	140	0	41
"LOC107984471"	0	0	9
"LOC107984472"	0	0	0
"LOC107984473"	0	0	0
"LRRK2-DT"	0	0	0
"LOC107984475"	0	0	0
"LOC107984476"	0	0	0
"LOC107984478"	0	0	0
"LOC107984479"	0	0	0
"LOC107984480"	0	0	0
"LOC107984481"	0	0	0
"LOC107984482"	37	13	2
"LOC107984484"	0	0	0
"LOC107984485"	87	244	64
"LOC107984486"	0	0	0
"LOC107984487"	0	0	0
"LOC107984489"	39	237	84
"LOC107984492"	46	63	39
"LOC107984494"	0	11	0
"LOC107984495"	74	122	80
"LOC107984496"	0	0	0
"SULT6B2P"	0	5	0
"LOC107984498"	0	0	0
"LOC107984499"	0	0	0
"LOC107984500"	0	100	42
"LOC107984501"	0	0	0
"LINC02354"	0	0	21
"CPNE8-AS1"	0	54	4
"LOC107984505"	50	48	54
"LOC107984506"	0	0	0
"LOC107984507"	0	6	0
"LOC107984508"	0	0	0
"LOC107984509"	0	0	0
"LOC107984510"	0	43	13
"LOC107984512"	0	0	0
"LOC107984515"	0	3	29
"LOC107984516"	0	27	15
"LOC107984521"	0	0	3
"LOC107984522"	0	0	2
"LOC107984525"	0	0	0
"LOC107984526"	0	0	0
"LOC107984527"	0	0	0
"LINC02416"	0	0	20
"LOC107984529"	479	215	231
"LOC107984530"	0	0	0
"LOC107984531"	0	0	0
"LOC107984532"	359	2	269
"LOC107984533"	0	0	0
"LOC107984535"	0	0	0
"LOC107984536"	0	0	0
"LOC107984537"	208	22	0
"LINC02371"	0	0	23
"CACNA1C-IT1"	0	0	0
"LOC107984542"	0	0	0
"LOC107984543"	0	4	10
"LOC107984544"	0	0	0
"LOC107984545"	0	0	0
"LOC107984546"	120	43	8
"LOC107984547"	0	0	0
"LOC107984548"	0	0	0
"LOC107984551"	0	30	0
"LOC107984552"	0	0	0
"LOC107984553"	0	0	0
"LOC107984554"	0	0	0
"LOC107984555"	0	0	0
"LOC107984558"	0	0	0
"LOC107984559"	0	0	0
"LOC107984561"	38	64	0
"LOC107984563"	0	0	0
"LOC107984564"	0	28	25
"LOC107984566"	0	0	0
"LOC107984567"	0	105	40
"LOC107984568"	0	0	0
"LOC107984569"	0	0	0
"LINC00444"	0	165	89
"LOC107984572"	0	0	0
"LOC107984573"	0	0	0
"LOC107984574"	0	0	7
"LOC107984575"	0	0	0
"LOC107984576"	0	0	0
"LOC107984577"	3299	1559	703
"LOC107984578"	49	108	12
"LOC107984579"	0	6	0
"LOC107984580"	0	29	0
"LOC107984581"	0	9	0
"LOC107984582"	0	0	0
"LOC107984583"	1338	595	281
"LOC107984584"	0	2	0
"LOC107984585"	0	0	0
"LOC107984587"	0	0	0
"LOC107984588"	44	66	98
"LOC107984589"	0	0	0
"LOC107984590"	0	0	0
"LOC107984591"	0	325	44
"LOC107984593"	0	0	0
"LOC107984594"	0	0	0
"LOC107984596"	0	0	0
"LOC107984597"	0	0	0
"LOC107984599"	0	0	0
"LOC107984601"	0	0	0
"LOC107984602"	88	179	618
"LOC107984604"	0	0	0
"LOC107984606"	0	4	0
"LOC107984607"	0	0	0
"LOC107984608"	0	2	0
"LOC107984609"	0	0	0
"LOC107984610"	0	0	0
"LOC107984611"	0	0	0
"LOC107984613"	0	0	0
"LOC107984615"	0	0	0
"LOC107984616"	0	0	0
"LOC107984617"	151	141	100
"LOC107984618"	0	0	64
"LOC107984619"	0	0	0
"LOC107984620"	0	0	0
"LOC107984621"	0	0	0
"LOC107984622"	0	0	0
"LOC107984624"	0	0	0
"LOC107984625"	0	0	0
"LOC107984626"	0	0	0
"LOC107984627"	0	0	0
"LOC107984628"	0	0	0
"LOC107984629"	0	4	6
"LOC107984630"	0	3	0
"LOC107984634"	0	0	0
"LOC107984635"	0	15	29
"FKBP1BP1"	0	0	0
"LINC02279"	0	0	0
"LOC107984638"	19	14	7
"LOC107984639"	0	0	0
"LBHD2"	0	0	0
"LOC107984641"	0	0	0
"LOC107984642"	0	0	0
"LOC107984643"	31	49	43
"LOC107984644"	0	0	0
"LOC107984645"	0	13	0
"LOC107984646"	0	0	0
"LOC107984647"	0	0	0
"LOC107984649"	0	8	0
"LOC107984650"	0	0	8
"LOC107984651"	0	3	6
"LOC107984652"	0	0	0
"LOC107984653"	28	0	0
"LOC107984654"	0	0	0
"LOC107984655"	26	10	31
"LOC107984656"	2217	2809	2164
"LOC107984658"	1502	375	1242
"LOC107984659"	555	370	992
"LOC107984660"	11	31	21
"LOC107984661"	0	0	0
"LOC107984663"	0	0	0
"LOC107984664"	0	0	0
"LOC107984665"	0	1	1
"LOC107984667"	0	0	0
"LOC107984668"	0	0	0
"LOC107984669"	0	0	2
"LOC107984670"	0	0	0
"LOC107984671"	0	0	5
"LOC107984673"	24	9	0
"LOC107984674"	0	0	0
"LOC107984676"	0	0	0
"LOC107984679"	0	19	4
"LOC107984681"	0	0	0
"LOC107984682"	0	0	0
"LOC107984684"	0	0	0
"LOC107984685"	0	0	0
"LOC107984686"	0	0	0
"LOC107984689"	0	24	24
"LOC107984690"	0	61	20
"LOC107984691"	0	0	0
"LOC107984692"	0	0	7
"LOC107984693"	0	0	0
"LOC107984694"	3	4	6
"LOC107984695"	0	0	6
"LOC107984696"	0	60	56
"LOC107984697"	0	0	4
"LOC107984698"	0	0	3
"LOC107984699"	0	0	0
"LINC02306"	0	0	0
"LOC107984701"	40	4	0
"LOC107984702"	0	0	0
"LOC107984703"	1363	570	2540
"LOC107984704"	0	0	0
"LOC107984705"	5	0	26
"LOC107984706"	0	0	0
"LOC107984708"	0	8	4
"LOC107984709"	0	13	11
"LOC107984710"	0	0	0
"LOC107984711"	0	0	0
"LOC107984713"	80	111	79
"LOC107984714"	0	0	0
"LOC107984715"	0	10	0
"LOC107984716"	0	0	0
"LOC107984718"	75	219	68
"LOC107984720"	0	14	22
"LOC107984724"	0	0	0
"LOC107984725"	0	0	0
"LOC107984727"	0	6	0
"LOC107984728"	0	0	0
"LOC107984731"	0	0	0
"LOC107984732"	0	0	0
"LOC107984733"	0	0	0
"LOC107984734"	0	0	0
"LOC107984735"	0	0	0
"LOC107984736"	0	0	0
"LOC107984737"	0	0	8
"LOC107984739"	0	0	0
"LOC107984740"	0	259	16
"LOC107984741"	0	23	0
"LOC107984743"	0	0	0
"LOC107984745"	0	0	0
"LOC107984746"	0	3	3
"LOC107984747"	69	669	72
"LOC107984748"	0	24	0
"LOC107984749"	53	63	31
"LOC107984750"	0	0	0
"LOC107984751"	0	2175	3
"LOC107984754"	135	404	59
"LOC107984755"	30	24	54
"LOC107984756"	0	5	0
"LOC107984757"	0	0	0
"LOC107984758"	0	2	0
"LOC107984759"	0	5	7
"LOC107984760"	0	0	0
"LOC107984761"	0	1	0
"LOC107984763"	0	0	4
"LINC02253"	0	0	0
"LOC107984766"	0	0	0
"LOC107984770"	5	281	57
"LOC107984772"	0	0	0
"LINC01852"	0	18	4
"LOC107984774"	0	0	0
"LOC107984776"	0	0	0
"LOC107984777"	0	0	0
"LOC107984778"	0	17	0
"LINC02248"	0	0	0
"LOC107984781"	0	8	151
"LOC107984782"	0	0	0
"LOC107984783"	0	0	0
"LOC107984784"	0	0	0
"LOC107984785"	167	4	25
"LOC107984787"	0	0	0
"LOC107984788"	0	0	11
"LOC107984789"	63	45	22
"LOC107984790"	55	1	0
"LOC107984791"	0	55	3
"LOC107984792"	0	0	0
"LOC107984793"	0	0	0
"LOC107984794"	0	0	0
"LOC107984798"	0	0	0
"LOC107984800"	0	0	0
"LOC107984801"	0	3	0
"LOC107984802"	0	0	0
"LOC107984803"	0	0	0
"LOC107984805"	0	32	6
"LOC107984806"	16	19	3
"LOC107984807"	0	0	0
"LOC107984809"	0	0	0
"LINC02132"	0	7	15
"LOC107984812"	0	0	0
"LOC107984813"	277	234	229
"LOC107984814"	0	67	97
"LOC107984815"	0	0	0
"LOC107984816"	10	0	0
"LOC107984817"	0	17	11
"LOC107984819"	0	0	0
"LOC107984821"	0	0	0
"LOC107984822"	0	0	0
"LOC107984823"	0	0	0
"LOC107984824"	0	0	0
"LOC107984825"	14	10	24
"LOC107984826"	0	7	0
"LOC107984827"	0	0	0
"LOC107984828"	0	3	6
"LOC107984829"	0	0	0
"LOC107984830"	16	10	22
"LOC107984831"	0	0	0
"LOC107984832"	34	32	10
"LOC107984833"	0	0	0
"LOC107984834"	161	34	45
"LOC107984835"	0	2	1
"LOC107984836"	117	67	230
"LOC107984837"	0	23	19
"LOC107984839"	14	5	0
"LOC107984840"	0	0	0
"LOC107984842"	0	19	5
"LOC107984844"	5	9	0
"LOC107984850"	0	14	0
"LOC107984851"	0	0	0
"LOC107984852"	15	45	44
"LOC107984855"	0	0	0
"LOC107984856"	0	0	0
"LOC107984858"	21	28	54
"LOC107984859"	32	0	11
"LOC107984861"	8	8	0
"LOC107984862"	0	3	0
"LOC107984865"	207	286	147
"LOC107984867"	23	3	0
"LOC107984868"	0	0	0
"LOC107984869"	0	10	22
"LOC107984871"	2284	350	1331
"LOC107984872"	0	0	5
"LOC107984874"	0	0	0
"LOC107984875"	195	170	706
"LOC107984876"	10	47	12
"LOC107984877"	0	49	12
"LOC107984878"	0	58	0
"LOC107984880"	20	5	0
"LOC107984881"	0	0	0
"MMP2-AS1"	0	3	0
"LOC107984886"	0	3	0
"LOC107984887"	0	0	0
"LOC107984888"	21	101	94
"LOC107984889"	0	4	0
"LOC107984890"	0	0	0
"LOC107984891"	0	0	0
"LOC107984892"	0	0	0
"LOC107984893"	0	0	0
"LOC107984894"	0	0	0
"LOC107984895"	0	48	0
"LOC107984896"	1	2	0
"LOC107984897"	0	0	0
"LOC107984898"	0	2	0
"LOC107984900"	81	0	0
"LOC107984901"	0	0	0
"LOC107984902"	0	0	0
"LOC107984903"	0	0	0
"LOC107984904"	0	0	0
"LOC107984905"	0	0	0
"LOC107984906"	0	0	0
"LOC107984909"	0	0	0
"LOC107984910"	23	27	21
"LOC107984911"	0	0	0
"LOC107984912"	0	0	12
"LOC107984913"	41	66	90
"LOC107984915"	0	0	0
"LOC107984917"	0	54	13
"LOC107984918"	0	0	0
"LOC107984919"	0	0	0
"LINC01772"	78	204	106
"LOC107984928"	0	15	13
"LOC107984929"	0	0	8
"LOC107984931"	0	0	0
"LOC107984932"	0	0	0
"LOC107984933"	0	0	0
"LOC107984934"	0	0	0
"LOC107984935"	0	0	0
"LOC107984936"	11	15	3
"LOC107984940"	0	0	0
"LOC107984941"	0	0	0
"LOC107984942"	0	0	0
"LOC107984943"	0	62	2
"LOC107984945"	0	20	0
"LOC107984946"	0	3	0
"MED8-AS1"	0	6	5
"LOC107984948"	65	8	19
"LOC107984950"	55	141	162
"LOC107984951"	0	0	0
"LOC107984952"	397	348	305
"LINC01738"	0	0	0
"LOC107984954"	0	0	0
"ELAVL4-AS1"	0	0	0
"LOC107984956"	0	0	0
"LINC02812"	54	24	1195
"DHCR24-DT"	0	0	0
"LOC107984960"	225	123	163
"LOC107984961"	0	3	0
"LOC107984962"	0	0	0
"LOC107984963"	0	0	0
"LOC107984964"	0	0	0
"LOC107984965"	0	0	25
"LOC107984966"	0	0	4
"LOC107984967"	0	0	0
"LOC107984969"	63	157	86
"LOC107984970"	0	0	0
"LOC107984971"	0	0	0
"LOC107984972"	0	0	9
"LOC107984974"	85	135	59
"LOC107984976"	0	0	0
"LINC02096"	0	0	0
"LOC107984979"	0	0	0
"LOC107984980"	0	0	0
"LOC107984982"	0	0	0
"LOC107984983"	0	0	0
"LOC107984984"	241	273	41
"LOC107984986"	34	33	29
"LOC107984988"	0	18	12
"LOC107984989"	13	5	6
"LOC107984990"	0	5	0
"LOC107984991"	0	0	0
"LOC107984992"	0	2	0
"LOC107984993"	588	2058	1854
"LINC02094"	0	0	0
"LOC107984996"	18	0	0
"LOC107984997"	0	0	0
"LOC107984998"	0	0	0
"LOC107984999"	125	144	45
"LOC107985000"	0	0	0
"LOC107985001"	0	0	0
"LOC107985002"	89	137	87
"LOC107985004"	0	0	0
"LOC107985005"	0	0	0
"LOC107985006"	0	0	0
"LOC107985007"	0	5	2
"LOC107985009"	0	0	0
"LOC107985010"	27	46	4
"LOC107985011"	0	0	0
"LOC107985012"	32	0	5
"LOC107985013"	0	48	0
"LOC107985014"	119	10	41
"LOC107985015"	0	0	0
"LOC107985017"	0	0	2
"LOC107985018"	0	0	0
"LOC107985019"	0	29	27
"LOC107985020"	0	3	13
"LOC107985021"	129	207	77
"LOC107985022"	0	0	0
"LOC107985023"	20	22	33
"LOC107985026"	0	27	3
"LOC107985027"	130	591	170
"LOC107985028"	0	0	0
"LOC107985029"	0	0	0
"LOC107985031"	37	20	13
"LOC107985032"	0	38	78
"LOC107985033"	0	13	35
"LOC107985034"	15	22	25
"LOC107985035"	0	0	0
"LOC107985036"	0	0	0
"LOC107985037"	0	0	0
"LOC107985038"	0	0	0
"LOC107985039"	0	0	0
"LOC107985040"	15	0	13
"LOC107985041"	0	0	0
"LOC107985043"	0	0	0
"LOC107985044"	0	0	0
"LOC107985046"	0	24	0
"LOC107985047"	0	0	3
"LOC107985048"	0	0	11
"LOC107985049"	1	0	1
"LOC107985050"	0	8	10
"LOC107985051"	0	0	0
"LOC107985052"	0	0	0
"LOC107985053"	0	9	0
"LOC107985054"	0	0	0
"LOC107985055"	14	4	0
"LOC107985056"	0	0	0
"LOC107985057"	53	79	28
"LOC107985059"	0	0	0
"LOC107985061"	0	0	0
"LOC107985063"	0	0	0
"LOC107985064"	0	0	0
"LOC107985065"	0	0	0
"LOC107985067"	0	11	5
"LOC107985068"	0	0	0
"LOC107985071"	0	4	34
"LOC107985072"	0	0	0
"LOC107985073"	0	0	0
"LOC107985074"	0	22	11
"LOC107985075"	0	7	5
"LOC107985076"	45	11	31
"LOC107985077"	0	0	0
"LOC107985078"	0	0	0
"LOC107985079"	66	8	39
"LOC107985080"	0	4	0
"LOC107985081"	0	0	0
"LOC107985082"	56	109	83
"LOC107985085"	0	0	0
"LOC107985086"	0	6	6
"LOC107985087"	0	0	0
"LOC107985088"	0	0	0
"LOC107985089"	0	0	9
"LOC107985090"	0	6	8
"LOC107985091"	0	0	32
"ARHGAP29-AS1"	0	0	0
"LOC107985093"	0	0	2
"LOC107985094"	0	0	0
"LOC107985095"	0	0	0
"LOC107985096"	0	0	0
"LOC107985097"	0	0	0
"LOC107985098"	35	19	28
"DNAJB6P6"	0	0	0
"LOC107985100"	0	2	0
"LOC107985101"	0	0	0
"MPHOSPH6P1"	0	2	0
"LOC107985104"	0	0	0
"LOC107985106"	0	0	0
"LOC107985107"	0	0	0
"LOC107985110"	1738	115	487
"LOC107985113"	0	0	0
"LOC107985114"	0	0	0
"LOC107985115"	527	226	299
"LOC107985116"	0	0	0
"LOC107985118"	0	0	0
"LOC107985119"	0	0	0
"LOC107985120"	533	1896	430
"LOC107985122"	0	0	0
"LINC02785"	238	857	231
"LOC107985125"	0	0	0
"LOC107985126"	0	0	0
"LINC01916"	0	0	0
"LOC107985129"	0	0	0
"LOC107985130"	0	0	0
"LOC107985131"	0	0	0
"LOC107985132"	0	0	0
"LOC107985134"	1	0	0
"LOC107985135"	0	0	0
"LOC107985136"	0	0	0
"LOC107985137"	0	4	0
"LOC107985138"	0	0	0
"LOC107985139"	127	26	114
"WDR7-OT1"	0	56	19
"LOC107985141"	0	0	0
"LOC107985142"	0	0	0
"LOC107985143"	0	0	0
"LOC107985144"	0	4	50
"LOC107985145"	0	0	0
"LOC107985147"	202	382	87
"LOC107985149"	9	52	16
"LOC107985151"	16	0	0
"LOC107985152"	20	3	2
"LOC107985153"	2	2	0
"LOC107985154"	0	0	6
"LOC107985155"	0	5	0
"LOC107985156"	0	0	0
"LOC107985157"	0	0	0
"LOC107985158"	0	0	0
"LOC107985159"	0	0	0
"LOC107985160"	13	5	5
"LOC107985161"	0	0	0
"LOC107985162"	0	0	0
"LOC107985163"	8	15	10
"LOC107985164"	0	12	730
"LOC107985165"	0	0	0
"LOC107985166"	9	0	0
"LINC01768"	0	4	0
"LOC107985168"	0	0	0
"LOC107985171"	10	0	0
"LOC107985172"	0	0	0
"LOC107985173"	0	0	3
"LOC107985174"	12	3	0
"LOC107985176"	0	0	0
"LOC107985177"	0	2	59
"LOC107985178"	0	0	0
"LOC107985179"	0	0	0
"LOC107985180"	0	2	4
"LOC107985181"	0	51	2
"LOC107985182"	0	0	0
"LOC107985183"	0	0	0
"LOC107985184"	0	30	22
"LOC107985186"	0	0	0
"LOC107985188"	65	55	39
"LOC107985189"	0	0	0
"LINC01779"	0	0	0
"LOC107985191"	0	0	0
"LOC107985192"	0	0	0
"LOC107985193"	404	1425	208
"LINC02798"	30	2	0
"LINC01691"	0	0	0
"LOC107985200"	0	2	136
"LOC107985201"	0	3	34
"LOC107985203"	24	51	54
"LOC107985204"	0	0	0
"LOC107985206"	0	0	0
"LOC107985207"	89	11	9
"LOC107985208"	0	10	0
"LOC107985209"	18	75	203
"ARHGEF2-AS1"	0	0	0
"LOC107985211"	0	112	0
"LOC107985212"	0	0	0
"LOC107985213"	0	0	0
"LOC107985215"	0	0	0
"LOC107985216"	0	23	6
"LOC107985217"	0	4	0
"LOC107985219"	0	0	0
"LOC107985220"	0	0	0
"LOC107985221"	30	16	26
"LOC107985222"	0	0	0
"LOC107985223"	0	0	0
"LOC107985224"	0	26	33
"LOC107985225"	0	0	0
"LOC107985227"	22	0	6
"LINC02803"	113	91	28
"LINC02818"	0	21	5
"LOC107985230"	48	16	8
"LOC107985231"	0	15	6
"LOC107985232"	0	0	0
"LOC107985233"	0	0	0
"LOC107985235"	0	9	0
"LOC107985236"	0	5	0
"LOC107985238"	0	0	0
"LOC107985239"	0	4	0
"LOC107985241"	27	3	0
"LOC107985242"	0	0	0
"LOC107985243"	0	7	0
"LOC107985244"	0	3	8
"LOC107985245"	0	2	0
"LOC107985246"	90	344	611
"BMNCR"	0	0	0
"LOC107985250"	159	196	29
"LOC107985251"	0	0	0
"LOC107985253"	611	48	26
"LINC01735"	0	0	0
"LOC107985255"	0	0	0
"LOC107985256"	0	0	0
"LINC02602"	0	0	0
"LOC107985258"	0	0	0
"LOC107985259"	0	0	0
"LOC107985260"	0	0	0
"LOC107985261"	0	0	0
"LOC107985262"	54	86	10
"LOC107985263"	0	152	10
"LOC107985264"	0	0	0
"LOC107985265"	0	3	5
"LOC107985268"	0	0	0
"LOC107985269"	0	12	0
"LOC107985270"	0	3	0
"LOC107985271"	0	0	10
"LOC107985272"	0	0	0
"LOC107985273"	84	60	45
"RPS27AP19"	0	0	0
"LOC107985276"	195	197	272
"LOC107985278"	0	0	13
"LOC107985279"	0	19	3
"LINC01834"	0	0	0
"LOC107985281"	0	0	0
"LOC107985282"	0	0	13
"LOC107985284"	0	0	15
"LOC107985285"	0	0	0
"LOC107985286"	0	0	0
"LOC107985287"	0	0	0
"LOC107985288"	0	0	2
"LOC107985289"	193	228	34
"LOC107985290"	0	0	0
"LOC107985291"	0	0	0
"LOC107985293"	0	0	0
"LOC107985295"	42	43	30
"LOC107985296"	0	0	0
"LOC107985297"	155	137	61
"LOC107985299"	0	0	0
"LOC107985300"	0	0	0
"LOC107985301"	0	0	0
"LOC107985302"	0	0	3
"LOC107985303"	0	13	8
"LOC107985304"	2	41	6
"LOC107985305"	0	0	7
"LOC107985306"	0	1	0
"LINC01705"	0	0	0
"LOC107985308"	0	0	0
"LOC107985309"	0	0	0
"LOC107985311"	0	0	0
"LINC01791"	0	0	0
"LOC107985314"	0	3	0
"LOC107985315"	4	0	0
"LOC107985317"	0	0	0
"LOC107985318"	0	11	15
"LOC107985320"	63	50	25
"LOC107985321"	0	0	0
"LOC107985322"	0	7	0
"LOC107985323"	0	0	0
"LOC107985324"	0	0	0
"LOC107985325"	0	5	59
"LOC107985326"	0	0	0
"LOC107985327"	0	0	0
"LOC107985329"	0	3	0
"LOC107985334"	0	4	0
"LOC107985335"	0	158	7
"LOC107985336"	0	0	0
"LOC107985337"	0	0	6
"LINC02813"	0	0	0
"LOC107985340"	0	0	42
"LOC107985341"	0	0	0
"LOC107985342"	0	0	0
"LINC01836"	0	5	0
"LOC107985345"	0	0	0
"LOC107985346"	0	0	0
"LOC107985347"	172	90	147
"LOC107985349"	0	0	0
"LOC107985352"	0	0	0
"ACBD3-AS1"	0	0	0
"LOC107985354"	0	5	4
"LOC107985355"	9	17	2
"LOC107985357"	0	0	3
"LOC107985358"	0	0	0
"LOC107985359"	0	0	0
"LOC107985360"	112	59	39
"LOC107985361"	0	11	9
"LOC107985362"	0	0	0
"LOC107985363"	0	0	0
"LOC107985364"	0	16	28
"LOC107985365"	0	4	0
"LOC107985366"	20	46	18
"LOC107985367"	66	32	36
"LOC107985368"	0	0	0
"LOC107985369"	0	0	27
"LOC107985371"	0	0	0
"LOC107985372"	0	0	0
"LOC107985373"	60	119	84
"LOC107985375"	0	3	0
"LOC107985376"	0	4	4
"LOC107985377"	0	0	0
"LOC107985379"	0	0	0
"LOC107985380"	0	0	0
"LOC107985381"	17	4	7
"LOC107985382"	16	2	47
"LOC107985383"	0	0	0
"LOC107985385"	0	0	0
"LOC107985386"	0	0	0
"LOC107985387"	0	0	0
"LOC107985388"	1020	269	573
"LOC107985389"	0	0	0
"LOC107985391"	0	0	0
"LOC107985392"	70	138	93
"LOC107985393"	63	131	8
"LOC107985394"	35	7	27
"PANK2-AS1"	0	22	37
"LOC107985396"	0	0	0
"LOC107985397"	38	71	57
"LOC107985398"	0	0	0
"LOC107985399"	0	0	0
"LOC107985400"	160	158	180
"LOC107985401"	0	6	0
"LOC107985402"	0	0	0
"LOC107985403"	0	11	0
"LOC107985404"	0	0	0
"LOC107985405"	0	17	14
"LOC107985406"	0	0	0
"LOC107985407"	0	0	0
"LOC107985408"	0	0	0
"LOC107985409"	0	0	4
"LOC107985410"	0	0	16
"LOC107985411"	0	0	0
"LOC107985412"	0	0	0
"LOC107985413"	0	0	0
"LOC107985414"	0	0	0
"LOC107985416"	0	29	16
"LOC107985417"	0	0	0
"LOC107985418"	0	0	0
"LOC107985420"	0	0	0
"LOC107985421"	0	0	0
"LOC107985423"	0	5	6
"LOC107985427"	0	0	0
"LOC107985429"	0	0	0
"LOC107985430"	0	0	0
"LOC107985432"	0	0	0
"LOC107985433"	0	7	51
"LOC107985434"	0	0	0
"LOC107985435"	0	0	0
"LOC107985436"	0	0	0
"LOC107985437"	34	0	0
"LOC107985438"	0	0	0
"LOC107985439"	0	0	17
"LOC107985440"	0	0	0
"LOC107985441"	0	17	179
"LOC107985442"	0	0	0
"LOC107985443"	0	0	0
"LOC107985446"	0	0	0
"LOC107985447"	0	0	0
"LOC107985448"	0	0	0
"LOC107985449"	0	0	0
"LOC107985451"	0	0	0
"LOC107985452"	0	0	0
"LOC107985453"	0	0	0
"LOC107985454"	0	0	0
"LOC107985455"	0	3	0
"LINC01701"	0	0	0
"LINC02770"	0	0	0
"LOC107985458"	0	0	0
"LOC107985459"	0	0	0
"LOC107985460"	0	0	0
"LOC107985461"	0	0	0
"LOC107985462"	0	0	0
"LINC01641"	0	0	0
"LOC107985464"	0	0	0
"LOC107985465"	0	0	46
"LOC107985466"	0	0	0
"LOC107985467"	0	0	5
"LOC107985468"	0	0	0
"LOC107985469"	0	0	0
"LOC107985470"	0	0	0
"PEF1-AS1"	0	6	4
"LOC107985472"	0	0	0
"LOC107985474"	0	0	0
"LOC107985475"	0	5	1
"LOC107985478"	0	0	2
"LOC107985479"	0	0	0
"LOC107985480"	0	20	50
"LOC107985481"	0	67	23
"LOC107985482"	0	0	0
"LOC107985483"	0	33	0
"LOC107985484"	0	0	3
"LOC107985485"	0	2	0
"LOC107985486"	36	168	11
"LOC107985487"	0	0	0
"LOC107985488"	0	0	4
"LOC107985490"	0	0	0
"LOC107985492"	0	0	0
"LOC107985494"	0	0	0
"LOC107985495"	0	0	0
"LOC107985497"	31	94	5
"LOC107985499"	0	0	0
"LOC107985500"	0	0	0
